file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/utils/comparator/__test__/Comparator.test.js,Conditional Test Logic,"{'line': 27, 'column': 6, 'index': 1178}","  25 |   it('should compare with custom comparator function', () => {
  19 |
> 20 |     expect(set.connected(4, 9)).toBe(false);
     |    ^ Duplicate Assert
  21 |     expect(set.connected(4, 7)).toBe(false);
  22 |
  23 |     // 1-2-5-6-7 3-8-9-4"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSetAdhoc.test.js,Duplicate Assert,"{'line': 26, 'column': 4, 'index': 626}","  24 |     set.union(9, 4);
  25 |
> 26 |     expect(set.connected(4, 9)).toBe(true);
     |    ^ Duplicate Assert
  27 |     expect(set.connected(4, 3)).toBe(true);
  28 |     expect(set.connected(8, 4)).toBe(true);
  29 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSetAdhoc.test.js,Magic Number,"{'line': 48, 'column': 42, 'index': 1259}","  46 |     expect(set.connected(4, 9)).toBe(false);
  47 |
> 48 |     expect(Math.max(...set.heights)).toBe(3);
     |                                          ^ Magic Number
  49 |   });
  50 | });
  51 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 24, 'column': 4, 'index': 620}","  22 |     const disjointSet = new DisjointSet();
  23 |
> 24 |     expect(disjointSet.find('A')).toBeNull();
     |    ^ Duplicate Assert
  25 |     expect(disjointSet.find('B')).toBeNull();
  26 |
  27 |     disjointSet.makeSet('A');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 25, 'column': 4, 'index': 666}","  23 |
  24 |     expect(disjointSet.find('A')).toBeNull();
> 25 |     expect(disjointSet.find('B')).toBeNull();
     |    ^ Duplicate Assert
  26 |
  27 |     disjointSet.makeSet('A');
  28 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 25, 'column': 4, 'index': 666}","  23 |
  24 |     expect(disjointSet.find('A')).toBeNull();
> 25 |     expect(disjointSet.find('B')).toBeNull();
     |    ^ Duplicate Assert
  26 |
  27 |     disjointSet.makeSet('A');
  28 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 29, 'column': 4, 'index': 744}","  27 |     disjointSet.makeSet('A');
  28 |
> 29 |     expect(disjointSet.find('A')).toBe('A');
     |    ^ Duplicate Assert
  30 |     expect(disjointSet.find('B')).toBeNull();
  31 |
  32 |     disjointSet.makeSet('B');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 29, 'column': 4, 'index': 744}","  27 |     disjointSet.makeSet('A');
  28 |
> 29 |     expect(disjointSet.find('A')).toBe('A');
     |    ^ Duplicate Assert
  30 |     expect(disjointSet.find('B')).toBeNull();
  31 |
  32 |     disjointSet.makeSet('B');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 30, 'column': 4, 'index': 789}","  28 |
  29 |     expect(disjointSet.find('A')).toBe('A');
> 30 |     expect(disjointSet.find('B')).toBeNull();
     |    ^ Duplicate Assert
  31 |
  32 |     disjointSet.makeSet('B');
  33 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 30, 'column': 4, 'index': 789}","  28 |
  29 |     expect(disjointSet.find('A')).toBe('A');
> 30 |     expect(disjointSet.find('B')).toBeNull();
     |    ^ Duplicate Assert
  31 |
  32 |     disjointSet.makeSet('B');
  33 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 34, 'column': 4, 'index': 867}","  32 |     disjointSet.makeSet('B');
  33 |
> 34 |     expect(disjointSet.find('A')).toBe('A');
     |    ^ Duplicate Assert
  35 |     expect(disjointSet.find('B')).toBe('B');
  36 |
  37 |     disjointSet.makeSet('C');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 34, 'column': 4, 'index': 867}","  32 |     disjointSet.makeSet('B');
  33 |
> 34 |     expect(disjointSet.find('A')).toBe('A');
     |    ^ Duplicate Assert
  35 |     expect(disjointSet.find('B')).toBe('B');
  36 |
  37 |     disjointSet.makeSet('C');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 35, 'column': 4, 'index': 912}","  33 |
  34 |     expect(disjointSet.find('A')).toBe('A');
> 35 |     expect(disjointSet.find('B')).toBe('B');
     |    ^ Duplicate Assert
  36 |
  37 |     disjointSet.makeSet('C');
  38 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 39, 'column': 4, 'index': 989}","  37 |     disjointSet.makeSet('C');
  38 |
> 39 |     expect(disjointSet.inSameSet('A', 'B')).toBe(false);
     |    ^ Duplicate Assert
  40 |
  41 |     disjointSet.union('A', 'B');
  42 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 43, 'column': 4, 'index': 1081}","  41 |     disjointSet.union('A', 'B');
  42 |
> 43 |     expect(disjointSet.find('A')).toBe('A');
     |    ^ Duplicate Assert
  44 |     expect(disjointSet.find('B')).toBe('A');
  45 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
  46 |     expect(disjointSet.inSameSet('B', 'A')).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 43, 'column': 4, 'index': 1081}","  41 |     disjointSet.union('A', 'B');
  42 |
> 43 |     expect(disjointSet.find('A')).toBe('A');
     |    ^ Duplicate Assert
  44 |     expect(disjointSet.find('B')).toBe('A');
  45 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
  46 |     expect(disjointSet.inSameSet('B', 'A')).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 44, 'column': 4, 'index': 1126}","  42 |
  43 |     expect(disjointSet.find('A')).toBe('A');
> 44 |     expect(disjointSet.find('B')).toBe('A');
     |    ^ Duplicate Assert
  45 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
  46 |     expect(disjointSet.inSameSet('B', 'A')).toBe(true);
  47 |     expect(disjointSet.inSameSet('A', 'C')).toBe(false);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 44, 'column': 4, 'index': 1126}","  42 |
  43 |     expect(disjointSet.find('A')).toBe('A');
> 44 |     expect(disjointSet.find('B')).toBe('A');
     |    ^ Duplicate Assert
  45 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
  46 |     expect(disjointSet.inSameSet('B', 'A')).toBe(true);
  47 |     expect(disjointSet.inSameSet('A', 'C')).toBe(false);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 45, 'column': 4, 'index': 1171}","  43 |     expect(disjointSet.find('A')).toBe('A');
  44 |     expect(disjointSet.find('B')).toBe('A');
> 45 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
     |    ^ Duplicate Assert
  46 |     expect(disjointSet.inSameSet('B', 'A')).toBe(true);
  47 |     expect(disjointSet.inSameSet('A', 'C')).toBe(false);
  48 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 45, 'column': 4, 'index': 1171}","  43 |     expect(disjointSet.find('A')).toBe('A');
  44 |     expect(disjointSet.find('B')).toBe('A');
> 45 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
     |    ^ Duplicate Assert
  46 |     expect(disjointSet.inSameSet('B', 'A')).toBe(true);
  47 |     expect(disjointSet.inSameSet('A', 'C')).toBe(false);
  48 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 47, 'column': 4, 'index': 1283}","  45 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
  46 |     expect(disjointSet.inSameSet('B', 'A')).toBe(true);
> 47 |     expect(disjointSet.inSameSet('A', 'C')).toBe(false);
     |    ^ Duplicate Assert
  48 |
  49 |     disjointSet.union('A', 'A');
  50 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 53, 'column': 4, 'index': 1409}","  51 |     disjointSet.union('B', 'C');
  52 |
> 53 |     expect(disjointSet.find('A')).toBe('A');
     |    ^ Duplicate Assert
  54 |     expect(disjointSet.find('B')).toBe('A');
  55 |     expect(disjointSet.find('C')).toBe('A');
  56 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 53, 'column': 4, 'index': 1409}","  51 |     disjointSet.union('B', 'C');
  52 |
> 53 |     expect(disjointSet.find('A')).toBe('A');
     |    ^ Duplicate Assert
  54 |     expect(disjointSet.find('B')).toBe('A');
  55 |     expect(disjointSet.find('C')).toBe('A');
  56 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 54, 'column': 4, 'index': 1454}","  52 |
  53 |     expect(disjointSet.find('A')).toBe('A');
> 54 |     expect(disjointSet.find('B')).toBe('A');
     |    ^ Duplicate Assert
  55 |     expect(disjointSet.find('C')).toBe('A');
  56 |
  57 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 54, 'column': 4, 'index': 1454}","  52 |
  53 |     expect(disjointSet.find('A')).toBe('A');
> 54 |     expect(disjointSet.find('B')).toBe('A');
     |    ^ Duplicate Assert
  55 |     expect(disjointSet.find('C')).toBe('A');
  56 |
  57 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 57, 'column': 4, 'index': 1545}","  55 |     expect(disjointSet.find('C')).toBe('A');
  56 |
> 57 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
     |    ^ Duplicate Assert
  58 |     expect(disjointSet.inSameSet('B', 'C')).toBe(true);
  59 |     expect(disjointSet.inSameSet('A', 'C')).toBe(true);
  60 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 57, 'column': 4, 'index': 1545}","  55 |     expect(disjointSet.find('C')).toBe('A');
  56 |
> 57 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
     |    ^ Duplicate Assert
  58 |     expect(disjointSet.inSameSet('B', 'C')).toBe(true);
  59 |     expect(disjointSet.inSameSet('A', 'C')).toBe(true);
  60 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 59, 'column': 4, 'index': 1657}","  57 |     expect(disjointSet.inSameSet('A', 'B')).toBe(true);
  58 |     expect(disjointSet.inSameSet('B', 'C')).toBe(true);
> 59 |     expect(disjointSet.inSameSet('A', 'C')).toBe(true);
     |    ^ Duplicate Assert
  60 |
  61 |     disjointSet
  62 |       .makeSet('E')"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 74, 'column': 4, 'index': 1942}","  72 |       .union('H', 'I');
  73 |
> 74 |     expect(disjointSet.inSameSet('A', 'I')).toBe(false);
     |    ^ Duplicate Assert
  75 |     expect(disjointSet.inSameSet('E', 'I')).toBe(true);
  76 |
  77 |     disjointSet.union('I', 'C');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 80, 'column': 4, 'index': 2135}","  78 |
  79 |     expect(disjointSet.find('I')).toBe('E');
> 80 |     expect(disjointSet.inSameSet('A', 'I')).toBe(true);
     |    ^ Duplicate Assert
  81 |   });
  82 |
  83 |   it('should union smaller set with bigger one making bigger one to be new root', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 105, 'column': 4, 'index': 2827}","  103 |     const itemC = { key: 'C', value: 3 };
  104 |
> 105 |     expect(disjointSet.find(itemA)).toBeNull();
      |    ^ Duplicate Assert
  106 |     expect(disjointSet.find(itemB)).toBeNull();
  107 |
  108 |     disjointSet.makeSet(itemA);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 106, 'column': 4, 'index': 2875}","  104 |
  105 |     expect(disjointSet.find(itemA)).toBeNull();
> 106 |     expect(disjointSet.find(itemB)).toBeNull();
      |    ^ Duplicate Assert
  107 |
  108 |     disjointSet.makeSet(itemA);
  109 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 106, 'column': 4, 'index': 2875}","  104 |
  105 |     expect(disjointSet.find(itemA)).toBeNull();
> 106 |     expect(disjointSet.find(itemB)).toBeNull();
      |    ^ Duplicate Assert
  107 |
  108 |     disjointSet.makeSet(itemA);
  109 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 110, 'column': 4, 'index': 2957}","  108 |     disjointSet.makeSet(itemA);
  109 |
> 110 |     expect(disjointSet.find(itemA)).toBe('A');
      |    ^ Duplicate Assert
  111 |     expect(disjointSet.find(itemB)).toBeNull();
  112 |
  113 |     disjointSet.makeSet(itemB);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 110, 'column': 4, 'index': 2957}","  108 |     disjointSet.makeSet(itemA);
  109 |
> 110 |     expect(disjointSet.find(itemA)).toBe('A');
      |    ^ Duplicate Assert
  111 |     expect(disjointSet.find(itemB)).toBeNull();
  112 |
  113 |     disjointSet.makeSet(itemB);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 111, 'column': 4, 'index': 3004}","  109 |
  110 |     expect(disjointSet.find(itemA)).toBe('A');
> 111 |     expect(disjointSet.find(itemB)).toBeNull();
      |    ^ Duplicate Assert
  112 |
  113 |     disjointSet.makeSet(itemB);
  114 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 111, 'column': 4, 'index': 3004}","  109 |
  110 |     expect(disjointSet.find(itemA)).toBe('A');
> 111 |     expect(disjointSet.find(itemB)).toBeNull();
      |    ^ Duplicate Assert
  112 |
  113 |     disjointSet.makeSet(itemB);
  114 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 115, 'column': 4, 'index': 3086}","  113 |     disjointSet.makeSet(itemB);
  114 |
> 115 |     expect(disjointSet.find(itemA)).toBe('A');
      |    ^ Duplicate Assert
  116 |     expect(disjointSet.find(itemB)).toBe('B');
  117 |
  118 |     disjointSet.makeSet(itemC);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 115, 'column': 4, 'index': 3086}","  113 |     disjointSet.makeSet(itemB);
  114 |
> 115 |     expect(disjointSet.find(itemA)).toBe('A');
      |    ^ Duplicate Assert
  116 |     expect(disjointSet.find(itemB)).toBe('B');
  117 |
  118 |     disjointSet.makeSet(itemC);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 116, 'column': 4, 'index': 3133}","  114 |
  115 |     expect(disjointSet.find(itemA)).toBe('A');
> 116 |     expect(disjointSet.find(itemB)).toBe('B');
      |    ^ Duplicate Assert
  117 |
  118 |     disjointSet.makeSet(itemC);
  119 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 120, 'column': 4, 'index': 3214}","  118 |     disjointSet.makeSet(itemC);
  119 |
> 120 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(false);
      |    ^ Duplicate Assert
  121 |
  122 |     disjointSet.union(itemA, itemB);
  123 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 124, 'column': 4, 'index': 3314}","  122 |     disjointSet.union(itemA, itemB);
  123 |
> 124 |     expect(disjointSet.find(itemA)).toBe('A');
      |    ^ Duplicate Assert
  125 |     expect(disjointSet.find(itemB)).toBe('A');
  126 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
  127 |     expect(disjointSet.inSameSet(itemB, itemA)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 124, 'column': 4, 'index': 3314}","  122 |     disjointSet.union(itemA, itemB);
  123 |
> 124 |     expect(disjointSet.find(itemA)).toBe('A');
      |    ^ Duplicate Assert
  125 |     expect(disjointSet.find(itemB)).toBe('A');
  126 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
  127 |     expect(disjointSet.inSameSet(itemB, itemA)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 125, 'column': 4, 'index': 3361}","  123 |
  124 |     expect(disjointSet.find(itemA)).toBe('A');
> 125 |     expect(disjointSet.find(itemB)).toBe('A');
      |    ^ Duplicate Assert
  126 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
  127 |     expect(disjointSet.inSameSet(itemB, itemA)).toBe(true);
  128 |     expect(disjointSet.inSameSet(itemA, itemC)).toBe(false);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 125, 'column': 4, 'index': 3361}","  123 |
  124 |     expect(disjointSet.find(itemA)).toBe('A');
> 125 |     expect(disjointSet.find(itemB)).toBe('A');
      |    ^ Duplicate Assert
  126 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
  127 |     expect(disjointSet.inSameSet(itemB, itemA)).toBe(true);
  128 |     expect(disjointSet.inSameSet(itemA, itemC)).toBe(false);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 126, 'column': 4, 'index': 3408}","  124 |     expect(disjointSet.find(itemA)).toBe('A');
  125 |     expect(disjointSet.find(itemB)).toBe('A');
> 126 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
      |    ^ Duplicate Assert
  127 |     expect(disjointSet.inSameSet(itemB, itemA)).toBe(true);
  128 |     expect(disjointSet.inSameSet(itemA, itemC)).toBe(false);
  129 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 126, 'column': 4, 'index': 3408}","  124 |     expect(disjointSet.find(itemA)).toBe('A');
  125 |     expect(disjointSet.find(itemB)).toBe('A');
> 126 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
      |    ^ Duplicate Assert
  127 |     expect(disjointSet.inSameSet(itemB, itemA)).toBe(true);
  128 |     expect(disjointSet.inSameSet(itemA, itemC)).toBe(false);
  129 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 128, 'column': 4, 'index': 3528}","  126 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
  127 |     expect(disjointSet.inSameSet(itemB, itemA)).toBe(true);
> 128 |     expect(disjointSet.inSameSet(itemA, itemC)).toBe(false);
      |    ^ Duplicate Assert
  129 |
  130 |     disjointSet.union(itemA, itemC);
  131 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 132, 'column': 4, 'index': 3628}","  130 |     disjointSet.union(itemA, itemC);
  131 |
> 132 |     expect(disjointSet.find(itemA)).toBe('A');
      |    ^ Duplicate Assert
  133 |     expect(disjointSet.find(itemB)).toBe('A');
  134 |     expect(disjointSet.find(itemC)).toBe('A');
  135 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 132, 'column': 4, 'index': 3628}","  130 |     disjointSet.union(itemA, itemC);
  131 |
> 132 |     expect(disjointSet.find(itemA)).toBe('A');
      |    ^ Duplicate Assert
  133 |     expect(disjointSet.find(itemB)).toBe('A');
  134 |     expect(disjointSet.find(itemC)).toBe('A');
  135 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 133, 'column': 4, 'index': 3675}","  131 |
  132 |     expect(disjointSet.find(itemA)).toBe('A');
> 133 |     expect(disjointSet.find(itemB)).toBe('A');
      |    ^ Duplicate Assert
  134 |     expect(disjointSet.find(itemC)).toBe('A');
  135 |
  136 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 133, 'column': 4, 'index': 3675}","  131 |
  132 |     expect(disjointSet.find(itemA)).toBe('A');
> 133 |     expect(disjointSet.find(itemB)).toBe('A');
      |    ^ Duplicate Assert
  134 |     expect(disjointSet.find(itemC)).toBe('A');
  135 |
  136 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 136, 'column': 4, 'index': 3770}","  134 |     expect(disjointSet.find(itemC)).toBe('A');
  135 |
> 136 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
      |    ^ Duplicate Assert
  137 |     expect(disjointSet.inSameSet(itemB, itemC)).toBe(true);
  138 |     expect(disjointSet.inSameSet(itemA, itemC)).toBe(true);
  139 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 136, 'column': 4, 'index': 3770}","  134 |     expect(disjointSet.find(itemC)).toBe('A');
  135 |
> 136 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
      |    ^ Duplicate Assert
  137 |     expect(disjointSet.inSameSet(itemB, itemC)).toBe(true);
  138 |     expect(disjointSet.inSameSet(itemA, itemC)).toBe(true);
  139 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/disjoint-set/__test__/DisjointSet.test.js,Duplicate Assert,"{'line': 138, 'column': 4, 'index': 3890}","  136 |     expect(disjointSet.inSameSet(itemA, itemB)).toBe(true);
  137 |     expect(disjointSet.inSameSet(itemB, itemC)).toBe(true);
> 138 |     expect(disjointSet.inSameSet(itemA, itemC)).toBe(true);
      |    ^ Duplicate Assert
  139 |   });
  140 | });
  141 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/bloom-filter/__test__/BloomFilter.test.js,Duplicate Assert,"{'line': 29, 'column': 4, 'index': 770}","  27 |     const str1 = 'apple';
  28 |
> 29 |     expect(bloomFilter.hash1(str1)).toEqual(bloomFilter.hash1(str1));
     |    ^ Duplicate Assert
  30 |     expect(bloomFilter.hash2(str1)).toEqual(bloomFilter.hash2(str1));
  31 |     expect(bloomFilter.hash3(str1)).toEqual(bloomFilter.hash3(str1));
  32 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/bloom-filter/__test__/BloomFilter.test.js,Duplicate Assert,"{'line': 30, 'column': 4, 'index': 840}","  28 |
  29 |     expect(bloomFilter.hash1(str1)).toEqual(bloomFilter.hash1(str1));
> 30 |     expect(bloomFilter.hash2(str1)).toEqual(bloomFilter.hash2(str1));
     |    ^ Duplicate Assert
  31 |     expect(bloomFilter.hash3(str1)).toEqual(bloomFilter.hash3(str1));
  32 |
  33 |     expect(bloomFilter.hash1(str1)).toBe(14);"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/javascript-algorithms/src/data-structures/bloom-filter/__test__/BloomFilter.test.js,Duplicate Assert,"{'line': 31, 'column': 4, 'index': 910}","  29 |     expect(bloomFilter.hash1(str1)).toEqual(bloomFilter.hash1(str1));
  30 |     expect(bloomFilter.hash2(str1)).toEqual(bloomFilter.hash2(str1));
> 31 |     expect(bloomFilter.hash3(str1)).toEqual(bloomFilter.hash3(str1));
     |    ^ Duplicate Assert
  32 |
  33 |     expect(bloomFilter.hash1(str1)).toBe(14);
  34 |     expect(bloomFilter.hash2(str1)).toBe(43);"
